image,max_confidence,detections_ge_005,detections_ge_010,detections_ge_025,detections_ge_050
./images/train/IMG0001770.jpg,0.8364500403404236,1,1,1,1
./images/train/IMG0004290.jpg,0.8125646710395813,2,1,1,1
./images/train/IMG0002219.jpg,0.7888203263282776,3,3,2,1
./images/train/IMG0003205.jpg,0.7849147319793701,1,1,1,1
./images/train/IMG0004121.jpg,0.7810179591178894,2,2,1,1
./images/train/IMG0000761.jpg,0.7772871255874634,1,1,1,1
./images/train/IMG0002276.jpg,0.7581242322921753,2,2,2,1
./images/train/IMG0001517.jpg,0.7500119209289551,1,1,1,1
./images/train/IMG0000020.jpg,0.7424423098564148,3,2,1,1
./images/train/IMG0001389.jpg,0.7342087030410767,3,2,1,1
./images/train/IMG0004174.jpg,0.7195568084716797,1,1,1,1
./images/train/IMG0003348.jpg,0.7175127863883972,1,1,1,1
./images/train/IMG0001207.jpg,0.6938009858131409,1,1,1,1
./images/train/IMG0001371.jpg,0.6748021841049194,1,1,1,1
./images/train/IMG0002242.jpg,0.6722221970558167,1,1,1,1
./images/train/IMG0001769.jpg,0.6617019772529602,1,1,1,1
./images/train/IMG0000282.jpg,0.6561946272850037,2,2,1,1
./images/train/IMG0003296.jpg,0.6350392699241638,1,1,1,1
./images/train/IMG0001947.jpg,0.6178773641586304,4,2,1,1
./images/train/IMG0000068.jpg,0.6142862439155579,1,1,1,1
./images/train/IMG0003814.jpg,0.6096068024635315,2,1,1,1
./images/train/IMG0004243.jpg,0.5926690697669983,4,2,2,1
./images/train/IMG0004314.jpg,0.5728173851966858,2,2,2,1
./images/train/IMG0000520.jpg,0.5600095987319946,1,1,1,1
./images/train/IMG0000123.jpg,0.5593040585517883,1,1,1,1
./images/train/IMG0000545.jpg,0.5454916954040527,1,1,1,1
./images/train/IMG0004286.jpg,0.5285528898239136,1,1,1,1
./images/train/IMG0000611.jpg,0.5157316327095032,1,1,1,1
./images/train/IMG0001872.jpg,0.5132522583007812,2,2,2,1
./images/train/IMG0002786.jpg,0.5066509246826172,4,3,3,1
./images/train/IMG0003211.jpg,0.4979373514652252,1,1,1,0
./images/train/IMG0000272.jpg,0.45885661244392395,3,3,1,0
./images/train/IMG0001723.jpg,0.45841097831726074,1,1,1,0
./images/train/IMG0003079.jpg,0.45481762290000916,1,1,1,0
./images/train/IMG0001602.jpg,0.4345797598361969,1,1,1,0
./images/train/IMG0001946.jpg,0.42478489875793457,3,2,1,0
./images/train/IMG0000853.jpg,0.4232364892959595,1,1,1,0
./images/train/IMG0001313.jpg,0.4140802323818207,1,1,1,0
./images/train/IMG0004036.jpg,0.3914148807525635,1,1,1,0
./images/train/IMG0004383.jpg,0.3810127377510071,1,1,1,0
./images/train/IMG0001064.jpg,0.36094173789024353,3,2,1,0
./images/train/IMG0000755.jpg,0.34119072556495667,1,1,1,0
./images/train/IMG0001066.jpg,0.33763816952705383,1,1,1,0
./images/train/IMG0003941.jpg,0.3351007103919983,2,1,1,0
./images/train/IMG0001286.jpg,0.33446022868156433,1,1,1,0
./images/train/IMG0000241.jpg,0.3192655146121979,1,1,1,0
./images/train/IMG0001254.jpg,0.30797505378723145,1,1,1,0
./images/train/IMG0003555.jpg,0.3068132698535919,1,1,1,0
./images/train/IMG0003755.jpg,0.30532076954841614,2,1,1,0
./images/train/IMG0001241.jpg,0.3011781573295593,3,1,1,0
./images/train/IMG0002223.jpg,0.2983190715312958,4,2,1,0
./images/train/IMG0000032.jpg,0.2875344753265381,1,1,1,0
./images/train/IMG0000016.jpg,0.2803013324737549,2,1,1,0
./images/train/IMG0002968.jpg,0.27867066860198975,1,1,1,0
./images/train/IMG0000011.jpg,0.2699465751647949,1,1,1,0
./images/train/IMG0000203.jpg,0.2679210305213928,2,2,1,0
./images/train/IMG0002888.jpg,0.26323238015174866,1,1,1,0
./images/train/IMG0003554.jpg,0.25859084725379944,1,1,1,0
./images/train/IMG0003934.jpg,0.2575977146625519,1,1,1,0
./images/train/IMG0000035.jpg,0.2530415952205658,2,2,1,0
./images/train/IMG0000689.jpg,0.24410326778888702,1,1,0,0
./images/train/IMG0001716.jpg,0.23673568665981293,2,2,0,0
./images/train/IMG0000081.jpg,0.2250201255083084,3,2,0,0
./images/train/IMG0002204.jpg,0.22013306617736816,2,1,0,0
./images/train/IMG0001800.jpg,0.21960020065307617,1,1,0,0
./images/train/IMG0002251.jpg,0.21822723746299744,3,2,0,0
./images/train/IMG0003837.jpg,0.21280884742736816,1,1,0,0
./images/train/IMG0003023.jpg,0.20552727580070496,1,1,0,0
./images/train/IMG0002209.jpg,0.20205166935920715,1,1,0,0
./images/train/IMG0001557.jpg,0.193846195936203,2,1,0,0
./images/train/IMG0003439.jpg,0.19266347587108612,1,1,0,0
./images/train/IMG0001711.jpg,0.19167733192443848,1,1,0,0
./images/train/IMG0000433.jpg,0.19017146527767181,1,1,0,0
./images/train/IMG0003676.jpg,0.18950915336608887,1,1,0,0
./images/train/IMG0001837.jpg,0.1874402016401291,1,1,0,0
./images/train/IMG0002283.jpg,0.18550261855125427,1,1,0,0
./images/train/IMG0000238.jpg,0.18300828337669373,1,1,0,0
./images/train/IMG0002266.jpg,0.18138185143470764,1,1,0,0
./images/train/IMG0001529.jpg,0.1786181479692459,1,1,0,0
./images/train/IMG0003471.jpg,0.17669165134429932,1,1,0,0
./images/train/IMG0002930.jpg,0.17242875695228577,1,1,0,0
./images/train/IMG0001450.jpg,0.17117555439472198,2,1,0,0
./images/train/IMG0002290.jpg,0.17046375572681427,1,1,0,0
./images/train/IMG0000318.jpg,0.16994881629943848,1,1,0,0
./images/train/IMG0001599.jpg,0.16507242619991302,1,1,0,0
./images/train/IMG0003064.jpg,0.15985587239265442,1,1,0,0
./images/train/IMG0004296.jpg,0.15985587239265442,1,1,0,0
./images/train/IMG0003455.jpg,0.15977980196475983,1,1,0,0
./images/train/IMG0001601.jpg,0.15490767359733582,1,1,0,0
./images/train/IMG0001576.jpg,0.15305736660957336,1,1,0,0
./images/train/IMG0002137.jpg,0.15123561024665833,1,1,0,0
./images/train/IMG0001583.jpg,0.14806440472602844,2,2,0,0
./images/train/IMG0003826.jpg,0.14640165865421295,2,1,0,0
./images/train/IMG0001386.jpg,0.13994687795639038,1,1,0,0
./images/train/IMG0003230.jpg,0.13708314299583435,1,1,0,0
./images/train/IMG0001455.jpg,0.13638532161712646,1,1,0,0
./images/train/IMG0001745.jpg,0.13513559103012085,1,1,0,0
./images/train/IMG0000077.jpg,0.13466869294643402,1,1,0,0
./images/train/IMG0001316.jpg,0.13391438126564026,2,1,0,0
./images/train/IMG0003884.jpg,0.1335420161485672,2,1,0,0
./images/train/IMG0001776.jpg,0.13076846301555634,1,1,0,0
./images/train/IMG0001417.jpg,0.12723912298679352,1,1,0,0
./images/train/IMG0002270.jpg,0.1271359622478485,1,1,0,0
./images/train/IMG0000083.jpg,0.12383752316236496,1,1,0,0
./images/train/IMG0000159.jpg,0.12233877182006836,1,1,0,0
./images/train/IMG0003548.jpg,0.12110340595245361,1,1,0,0
